0,0
1,1
3,3
2,2
7,6
6,7
4,5
5,4
15,12
14,13
12,15
13,14
8,10
9,11
11,9
10,8
16,16
17,17
19,19
18,18
23,22
22,23
20,21
21,20
31,28
30,29
28,31
29,30
24,26
25,27
27,25
26,24
48,48
49,49
51,51
50,50
55,54
54,55
52,53
53,52
63,60
62,61
60,63
61,62
56,58
57,59
59,57
58,56
32,32
33,33
35,35
34,34
39,38
38,39
36,37
37,36
47,44
46,45
44,47
45,46
40,42
41,43
43,41
42,40
112,96
113,97
115,99
114,98
119,102
118,103
116,101
117,100
127,108
126,109
124,111
125,110
120,106
121,107
123,105
122,104
96,112
97,113
99,115
98,114
103,118
102,119
100,117
101,116
111,124
110,125
108,127
109,126
104,122
105,123
107,121
106,120
64,80
65,81
67,83
66,82
71,86
70,87
68,85
69,84
79,92
78,93
76,95
77,94
72,90
73,91
75,89
74,88
80,64
81,65
83,67
82,66
87,70
86,71
84,69
85,68
95,76
94,77
92,79
93,78
88,74
89,75
91,73
90,72
240,192
241,193
243,195
242,194
247,198
246,199
244,197
245,196
255,204
254,205
252,207
253,206
248,202
249,203
251,201
250,200
224,208
225,209
227,211
226,210
231,214
230,215
228,213
229,212
239,220
238,221
236,223
237,222
232,218
233,219
235,217
234,216
192,240
193,241
195,243
194,242
199,246
198,247
196,245
197,244
207,252
206,253
204,255
205,254
200,250
201,251
203,249
202,248
208,224
209,225
211,227
210,226
215,230
214,231
212,229
213,228
223,236
222,237
220,239
221,238
216,234
217,235
219,233
218,232
128,160
129,161
131,163
130,162
135,166
134,167
132,165
133,164
143,172
142,173
140,175
141,174
136,170
137,171
139,169
138,168
144,176
145,177
147,179
146,178
151,182
150,183
148,181
149,180
159,188
158,189
156,191
157,190
152,186
153,187
155,185
154,184
176,144
177,145
179,147
178,146
183,150
182,151
180,149
181,148
191,156
190,157
188,159
189,158
184,154
185,155
187,153
186,152
160,128
161,129
163,131
162,130
167,134
166,135
164,133
165,132
175,140
174,141
172,143
173,142
168,138
169,139
171,137
170,136
